162.5233075,176.5948118,166.0902622,505.2083815,,165.8642273,174.5721741,164.7707367,505.2071381
145.590429,156.6073943,148.6562101,450.8540334,,148.1728668,154.9904175,147.6921844,450.8554687
136.9330791,146.5557803,139.7604012,423.2492606,,139.1711731,145.1296844,138.9536591,423.2545166
153.7809994,166.2200903,157.0831153,477.084205,,156.715683,164.4118805,155.9552612,477.0828247
132.3574145,141.2871357,135.0630733,408.7076235,,134.4226379,139.954422,134.3321991,408.709259
148.6385076,160.172819,151.7909702,460.6022968,,151.3484039,158.4852295,150.7675934,460.6012268
139.4726374,149.4929555,142.3687602,431.3343531,,141.8094482,148.0129242,141.517807,431.3401794
135.9490413,145.4201792,138.749952,420.1191725,,138.1484833,144.0134735,137.95961,420.1215668
151.152041,163.123537,154.3771054,468.6526834,,153.9705658,161.3775635,153.3034363,468.6515656
133.8959036,143.0552894,136.6421461,413.5933391,,136.0178528,141.6908722,135.8860474,413.5947723
136.4356737,145.9815893,139.2496284,421.6668914,,138.6523743,144.5630951,138.4505615,421.6660309
124.3774166,132.169278,126.8776058,383.4243004,,126.1631699,130.9962921,126.2703171,383.4297791
141.5164358,151.8635732,144.4686114,437.8486204,,143.9317474,150.3360443,143.5801239,437.8479156
138.1560986,147.9691195,141.0164382,427.1416563,,140.4402161,146.5156555,140.1881256,427.1439972
144.3611684,155.1734305,147.3924036,446.9270025,,146.8907776,153.5814819,146.4508667,446.9231262
136.4828781,146.0360654,139.2980999,421.8170434,,138.7035675,144.6192474,138.4989929,421.8218079
135.8981923,145.3615362,138.697742,419.9574705,,138.0962372,143.9566193,137.9087219,419.9615784
127.9720287,136.2654464,130.5637492,394.8012243,,129.8809662,135.0219727,129.9024658,394.8054047
139.51977,149.5475562,142.4171785,431.4845047,,141.8538208,148.0607452,141.5636749,431.478241
134.6737974,143.9505902,137.4406837,416.0650713,,136.8253784,142.5708313,136.6719055,416.0681152
143.2216007,153.8461025,146.2210182,443.2887214,,145.7041016,152.2788696,145.3005371,443.2835083
132.179122,141.0824452,134.8800986,408.1416658,,134.2394714,139.7554321,134.15271,408.1476135
133.0486054,142.0810908,135.7724571,410.9021533,,135.1370544,140.7315674,135.0292816,410.8979034
130.1258219,138.7283697,132.7731826,401.6273742,,132.1102448,137.4410553,132.0781403,401.6294403
143.8620112,154.5917928,146.8792851,445.3330891,,146.3722992,153.0125275,145.9476318,445.3324585
142.7836851,153.3365455,145.7709282,441.8911588,,145.2530518,151.7850342,144.8609009,441.8989868
129.9801198,138.5615504,132.6236974,401.1653676,,131.9611359,137.2792511,131.9314728,401.1718597
138.6530764,148.5440536,141.5268942,428.7240242,,140.9538879,147.0767212,140.6889343,428.7195435
125.9181987,133.9228562,128.4574209,388.2984758,,127.7566071,132.7203827,127.8274078,388.3043976
